Key,Status,Before,After,English,InCurrentEnglish,DefinedByPatch,PatchText,PreviousFile,CurrentFile
show_dragons_decision_confirm,removed,Управлять,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
show_dragons_decision_desc,removed,Открывает меню всех живых драконов и дополнительных действий.,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
show_eggs_decision,removed,Управление драконьими яйцами,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
show_eggs_decision_confirm,removed,Управлять,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
show_eggs_decision_desc,removed,Открывает меню всех существующих драконьих яиц и дополнительных действий.,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
shrykos_desc,added,,Шрикос,Shrykos,True,True,Шрикос,,localization/russian/mde_artifacts_l_russian.yml
silverwing_desc,added,,Среброкрылая,Silverwing,True,True,Среброкрылая,,localization/russian/mde_artifacts_l_russian.yml
stormcloud_desc,added,,Грозовое Облако,Stormcloud,True,True,Грозовое Облако,,localization/russian/mde_artifacts_l_russian.yml
sunfyre_desc,added,,Солнечный Огонь,Sunfyre,True,True,Солнечный Огонь,,localization/russian/mde_artifacts_l_russian.yml
syrax_desc,added,,Сиракс,Syrax,True,True,Сиракс,,localization/russian/mde_artifacts_l_russian.yml
terrax_desc,added,,Терракс,Terrax,True,True,Терракс,,localization/russian/mde_artifacts_l_russian.yml
tessarion_desc,added,,Тессарион,Tessarion,True,True,Тессарион,,localization/russian/mde_artifacts_l_russian.yml
the_last_desc,added,,Залагон,Zalagon,True,True,Залагон,,localization/russian/mde_artifacts_l_russian.yml
tyraxes_desc,added,,Тираксес,Tyraxes,True,True,Тираксес,,localization/russian/mde_artifacts_l_russian.yml
urrax_desc,added,,Урракс,Urrax,True,True,Урракс,,localization/russian/mde_artifacts_l_russian.yml
valryon_desc,added,,Валрион,valryon,True,True,Валрион,,localization/russian/mde_artifacts_l_russian.yml
vassarion_desc,added,,Вассарион,Vassarion,True,True,Вассарион,,localization/russian/mde_artifacts_l_russian.yml
vermax_desc,added,,Вермакс,Vermax,True,True,Вермакс,,localization/russian/mde_artifacts_l_russian.yml
vermithor_desc,added,,Вермитор,Vermithor,True,True,Вермитор,,localization/russian/mde_artifacts_l_russian.yml
vermithrax_desc,added,,Вермитракс,Vermithrax,True,True,Вермитракс,,localization/russian/mde_artifacts_l_russian.yml
vhagar_desc,added,,Вхагар,Vhagar,True,True,Вхагар,,localization/russian/mde_artifacts_l_russian.yml
viserion_desc,added,,Визерион,Viserion,True,True,Визерион,,localization/russian/mde_artifacts_l_russian.yml
wyrmling_desc,added,,Ловец Звёзд,Starhunter,True,True,Ловец Звёзд,,localization/russian/mde_artifacts_l_russian.yml
