key,file,line,english,builtin,fallback
ourfury.0033.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,65,"I have him brought into the great hall with every storm lord in Storm's End standing to watch it, because a thing done quietly is a thing that can be argued about later. Orys Waters is my daughter's husband, my grandsons will carry my name, and his brother's host is marching down my roads. Two of those three are worth something to me. I mean to find out which.\n\nHe does not make me ask twice. He goes down on one knee on the stones in front of the whole hall, and he says it plainly and without ornament: that he is sworn to Storm's End and to the house he married into, that Aegon released him of nothing when he sent him south, and that he will draw his sword for me against any man living. He does not say his brother's name. I notice that he does not, and I let it pass.\n\nArgella watches from the dais and does not look at me once. She has more to lose here than either of us and she knows exactly what I would have done to him if he had hesitated. He did not hesitate. Whatever else the Seven made him, they did not make him a coward, and I have known a great many highborn men who were.\n\nSo he rides with us. Men will say I was a fool to allow it and those men are welcome to say so where I can hear them. I have taken oaths from better-born men who kept them worse.\n\n#bold He knelt in my hall and swore before the Seven. Now let the dragon come and see what he bought with that bastard.#!",[],[]
ourfury.0033.a,localization/english/ac/fab_ac_ourfury_l_english.yml,66,"Rise, goodson. You ride on my right hand.",[],[]
ourfury.0031,localization/english/ac/fab_ac_ourfury_l_english.yml,68,The Hook Comes Home,[],[]
ourfury.0031.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,69,"The terms are signed and I keep the crown. Aegon has not lost his realm and I will insult neither of us by claiming he has. He has lost a war he chose to begin, and he has paid for it in the only coin I wanted.\n\nMassey's Hook is Durrandon ground again. So is the Wendwater forest and the woods along the Baywater, which means every holding south of that new town of his sends its levies to Storm's End now. The Storm Kings held all of it before a Targaryen ever crossed the water, and I have held it twice in one lifetime, which is more than most men manage with anything.\n\nThere is less satisfaction in it than I expected. Orys is still my goodson and Argella is still his wife, and there are storm lords in the ground who rode under the dragon's banners before they rode against them. A war won is a war won. It is not the same thing as never having needed one.\n\n#bold He came for the crown of Durran Godsgrief and went home with less than he brought.#!",[],[]
ourfury.0031.a,localization/english/ac/fab_ac_ourfury_l_english.yml,70,The Hook answers to Storm's End again.,[],[]
ourfury.0032,localization/english/ac/fab_ac_ourfury_l_english.yml,72,The Price Paid Twice,[],[]
ourfury.0032.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,73,"The terms Aegon sets are the terms he set before a single man died. My crown for my lands. Storm's End, the stormlands, my lords, my revenues, and Argella after me, all of it kept and all of it held beneath his. Not one word has moved. He did not need to move it.\n\nSo I have bought with a war exactly what I was offered for nothing, and all I have to show for the difference is the certainty that I could not have won it. I told my lords I would not be frightened into kneeling, and I was not. I was beaten into it. The singers may find that prettier. I do not.\n\nThe worst of it is not Aegon. Aegon is a conqueror and conquerors take crowns, and there is no great shame in losing to a man who has taken six of them. The worst of it is that his brother sits at my table on feast days, wed to my daughter, and that the men who broke my host will be drinking in my hall before the year is out.\n\n#bold I would not sell the crown. In the end I gave it away and paid for the privilege.#!",[],[]
ourfury.0032.a,localization/english/ac/fab_ac_ourfury_l_english.yml,74,"Take it, then. It cost me a war to learn its price.",[],[]
ourfury.0100,localization/english/ac/fab_ac_ourfury_l_english.yml,76,The Muster of the Storm,[],[]
ourfury.0100.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,77,"So it is war. I have rejected Dragonstone and called my banners, and the storm lords have answered as storm lords should. Fell comes from Felwood, Errol from Haystack Hall, Buckler from Bronzegate, Grandison from Grandview, and Dondarrion down from Blackhaven with every marcher sword he can spare. Aegon may call himself whatever he pleases on his rock. South of the Blackwater, men still answer to Argilac Durrandon.\n\nThe rains have come early and hard. Roads that were firm a fortnight ago are mud from the Blackwater south, and every stream is running high. The Seven have sent me weather fit for a Storm King. A dragon can cross country that would stop an army, but Orys still needs wagons, fodder, dry bowstrings, and ground on which men can stand.\n\nOrys is marching south with the greater part of Aegon's host, and Rhaenys Targaryen is with him on Meraxes. I have more men, better knowledge of the country, and lords defending their own fields. He has a dragon. I do not need to pretend that last advantage is small, but neither will I behave as though one beast has already conquered the stormlands. Where we meet will decide whether Orys learns that himself.",[],[]
ourfury.0100.a,localization/english/ac/fab_ac_ourfury_l_english.yml,78,The kingswood. He will learn what my trees conceal.,[],[]
ourfury.0100.b,localization/english/ac/fab_ac_ourfury_l_english.yml,79,"The open field. No hedges, no tricks, no excuses.",[],[]
ourfury.0100.c,localization/english/ac/fab_ac_ourfury_l_english.yml,80,The Rainwood. Orys can drown in it first.,[],[]
ourfury.0110,localization/english/ac/fab_ac_ourfury_l_english.yml,82,Rain on the Kingswood,[],[]
ourfury.0110.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,83,"Fell, Buckler, and Errol struck the Targaryen van as it crossed the Wendwater. They came out of the trees at first light, killed men before Orys could bring the rest of his host into order, and withdrew before the weight of his army could close around them. By midday a great many of his men were dead or missing, and the storm lords had disappeared back into country they have hunted, ridden, and bled over since boyhood.\n\nRhaenys brought Meraxes up before midday, but low cloud, driving rain, and the tree cover kept her from finding the raiders in force. She burned stretches of woodland along the road and forced the storm lords farther back, but most had already scattered before the dragon reached them. I am told some of Orys's men cheered when she came overhead. Men cheer loudly when they need reminding that they are not afraid.\n\nThe ambush has cost Orys blood and time, and it has shown us how quickly Meraxes can punish a mistake. Good. I would rather know the beast's reach now than discover it with half my host trapped beneath her. #bold Orys has entered my country. He will pay for every road, ford, and stand of trees he takes from me.#!",[],[]
ourfury.0110.a,localization/english/ac/fab_ac_ourfury_l_english.yml,84,Keep cutting. Give the bastard no peaceful mile.,[],[]
ourfury.0110.b,localization/english/ac/fab_ac_ourfury_l_english.yml,85,Enough small fighting. Draw him toward a battle line.,[],[]
ourfury.0111,localization/english/ac/fab_ac_ourfury_l_english.yml,87,The Wroth King,[],[]
ourfury.0111.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,88,"News of the fighting has travelled beyond the stormlands. Merchants and envoys bring questions about the Wendwater and about Meraxes being checked by the weather. The rest of Westeros can gossip. The only judgment that concerns me is inside my own camp, where men who once looked skyward at every shadow have now seen dragon men bleed like any others.\n\nMy lords have watched Orys lose men on roads he does not know. They have watched Meraxes forced low by rain and wind. Their confidence has returned, and I mean to use it before caution grows back into fear. A lord may be forgiven for respecting a dragon. He will not be forgiven for teaching his men to fear one before it appears.\n\nOrys still has a disciplined host, and Rhaenys still has Meraxes. I know that as well as any trembling maester who can add one dragon to one army and declare the sum unbeatable. #bold We have bloodied them once. By the Warrior, I mean to do it again before they remember their courage.#!",[],[]
ourfury.0111.a,localization/english/ac/fab_ac_ourfury_l_english.yml,89,Ride with the van. I will not shelter behind my lords.,[],[]
ourfury.0111.b,localization/english/ac/fab_ac_ourfury_l_english.yml,90,Hold the line. Prudence is not fear.,[],[]
ourfury.0112,localization/english/ac/fab_ac_ourfury_l_english.yml,92,Wings Pinned,[],[]
ourfury.0112.desc,localization/english/ac/fab_ac_ourfury_l_english.yml,93,"The gale has settled over the coast and has not eased for three days. Meraxes remains on the ground above the Wendwater with her wings folded tight against the rain. My scouts have seen Rhaenys try to take her up twice, and both attempts ended almost as soon as they began. If the Seven mean to hand me a dragon chained by weather, I will not insult them by refusing the gift.\n\nWithout Meraxes in the air, Orys has to move as any other commander does. His host is smaller than mine, deep in country that answers to Storm's End, and forced onto roads the rain has reduced to mud. He may be Aegon's Hand, brother, bastard, or all three together. On the ground he is still a man leading men, and I have beaten better men than him.\n\nThe weather will not hold forever. When the wind drops, Rhaenys will rise again and every advantage changes with her. Until then the field belongs to soldiers, and no one south of the Blackwater has more right to it than I do. #bold While Meraxes is grounded, Orys will learn what became of every man who mistook the stormlands for easy country.#!",[],[]
